Restaurant,Review,Sentiment,Processed_Tokens,Processed_Text,SWN_Positive,SWN_Negative,SWN_Objective
Amul,neglible brownie qty... fooling people in delivery orders,0,"['neglible', 'brownie', 'qty', 'fool', 'people', 'delivery', 'order']",neglible brownie qty fool people delivery order,0.037003968253968254,0.005952380952380952,0.9570436507936507
Amul,excellent,1,['excellent'],excellent,0.0,0.0,1.0
Chinese Pavilion,"One of the best Chinese restaurants in Hyderabad !
Love their ambience, service and obviously the food :)
Especially their Chicken dry red chilli starter with Egg fried rice.. truly amazing. Keep up the good work guys..",1,"['one', 'best', 'chinese', 'restaurant', 'hyderabad', 'love', 'ambience', 'service', 'obviously', 'food', 'especially', 'chicken', 'dry', 'red', 'chilli', 'starter', 'egg', 'fry', 'rice', 'truly', 'amazing', 'keep', 'good', 'work', 'guy']",one best chinese restaurant hyderabad love ambience service obviously food especially chicken dry red chilli starter egg fry rice truly amazing keep good work guy,0.06757305194805195,0.029700413223140498,0.9027265348288075
Pista House,"My experience was bad here, they kept us waiting for 20 mins and told that the order we placed for biryani is unavailable.
Same for the sweetdish we ordered.",0,"['experience', 'bad', 'keep', 'u', 'wait', 'min', 'tell', 'order', 'place', 'biryani', 'unavailable', 'sweetdish', 'order']",experience bad keep u wait min tell order place biryani unavailable sweetdish order,0.01760560486522025,0.024107569780646706,0.958286825354133
Delhi-39,Simply love the taste of everything I order from this place,1,"['simply', 'love', 'taste', 'everything', 'order', 'place']",simply love taste everything order place,0.16995110544217687,0.02152423469387755,0.8085246598639456
Shah Ghouse Hotel & Restaurant,I have ordered through Zomato 1 chicken and 1 Veg biryani and received Chicken and Egg biryani.  This is second instance happened.  I have thrown away the Egg biryani and also the taste of the Chicken biryani is not so good.....,0,"['order', 'zomato', 'chicken', 'veg', 'biryani', 'receive', 'chicken', 'egg', 'biryani', 'second', 'instance', 'happen', 'thrown', 'away', 'egg', 'biryani', 'also', 'taste', 'chicken', 'biryani', 'not', 'good']",order zomato chicken veg biryani receive chicken egg biryani second instance happen thrown away egg biryani also taste chicken biryani not good,0.014965068348526995,0.044357540433668255,0.9406773912178047
Tempteys,The Oreo shake was a bit of a disappointment but the Brownie shake as always lived up to expectations.,1,"['oreo', 'shake', 'bit', 'disappointment', 'brownie', 'shake', 'always', 'live', 'expectation']",oreo shake bit disappointment brownie shake always live expectation,0.03693528693528694,0.07202311577311578,0.8910415972915973
T Grill,Went for lunch on that day . I order veg biryani but found insect in it . Worst service . It was totally bad experience . Ambience is not good,0,"['go', 'lunch', 'day', 'order', 'veg', 'biryani', 'find', 'insect', 'bad', 'service', 'totally', 'bad', 'experience', 'ambience', 'not', 'good']",go lunch day order veg biryani find insect bad service totally bad experience ambience not good,0.04361223571749887,0.053280476833108416,0.9031072874493927
Behrouz Biryani,A briyani worth a war is biryani worth a try. Truely Royal biryani. Right from the packing of biryani to the last rice left everything about was Royal. Although I didn't like the Gulab Jamun but as I said biryani worth a try.,1,"['briyani', 'worth', 'war', 'biryani', 'worth', 'try', 'truely', 'royal', 'biryani', 'right', 'pack', 'biryani', 'last', 'rice', 'leave', 'everything', 'royal', 'although', 'didnt', 'like', 'gulab', 'jamun', 'say', 'biryani', 'worth', 'try']",briyani worth war biryani worth try truely royal biryani right pack biryani last rice leave everything royal although didnt like gulab jamun say biryani worth try,0.01768679689875342,0.007226469182990922,0.9750867339182557
Cream Stone,"Rich taste. Exotic flavours !!

It’s my favourite place for desserts and birthday cakes

Would definitely recommend everyone to try their ice cream cakes !!",1,"['rich', 'taste', 'exotic', 'flavour', 'favourite', 'place', 'dessert', 'birthday', 'cake', 'would', 'definitely', 'recommend', 'everyone', 'try', 'ice', 'cream', 'cake']",rich taste exotic flavour favourite place dessert birthday cake would definitely recommend everyone try ice cream cake,0.06518388605442178,0.01770656179138322,0.917109552154195
Olive Garden,Very bad cooking,0,"['bad', 'cooking']",bad cooking,0.125,0.0625,0.8125
Mazzo - Marriott Executive Apartments,We wanted to have small reunion of our old colleagues and being friday it was difficult to get any quite place so we talk and send some quality time. Friend recommended Mazzo but the time we came the pool side area was full but we requested after sometime the staff arranged a place near the pool area. The ambience is very beautiful and romantic. On the 13tb floor next to pool having drinks and food with your close friends was a great experience. I would definitely recommend this place to all. Food was very tasty and filling. After ages I must have had so tasty and upto the mark Rogan Ghosh. I would be visiting again with my wife to this place and would like to spend some quality time. The only 1 part I would suggest as improvement will be the wait area for giving the order and receiving the food on the table...rest it was a beautiful experience.,1,"['want', 'small', 'reunion', 'old', 'colleague', 'friday', 'difficult', 'get', 'quite', 'place', 'talk', 'send', 'quality', 'time', 'friend', 'recommend', 'mazzo', 'time', 'come', 'pool', 'side', 'area', 'full', 'request', 'sometime', 'staff', 'arrange', 'place', 'near', 'pool', 'area', 'ambience', 'beautiful', 'romantic', 'tb', 'floor', 'next', 'pool', 'drink', 'food', 'close', 'friend', 'great', 'experience', 'would', 'definitely', 'recommend', 'place', 'food', 'tasty', 'filling', 'age', 'must', 'tasty', 'upto', 'mark', 'rogan', 'ghosh', 'would', 'visit', 'wife', 'place', 'would', 'like', 'spend', 'quality', 'time', 'part', 'would', 'suggest', 'improvement', 'wait', 'area', 'give', 'order', 'receive', 'food', 'tablerest', 'beautiful', 'experience']",want small reunion old colleague friday difficult get quite place talk send quality time friend recommend mazzo time come pool side area full request sometime staff arrange place near pool area ambience beautiful romantic tb floor next pool drink food close friend great experience would definitely recommend place food tasty filling age must tasty upto mark rogan ghosh would visit wife place would like spend quality time part would suggest improvement wait area give order receive food tablerest beautiful experience,0.057353168058531155,0.025887083667313505,0.9167597482741555
Tiki Shack,"Hi . Though I love the place . The service offered was pathetic to say the least.. the restaurant didn't offer the Gold privilege saying they don't offer it on weekends . Later during exit when I checked with the manager, he said there is no such thing .. but we were already billed til then . Our serving staff also asked us to pay via Google pay without bill. So please beware of these things when you are you are at the restaurant.",0,"['hi', 'though', 'love', 'place', 'service', 'offer', 'pathetic', 'say', 'least', 'restaurant', 'didnt', 'offer', 'gold', 'privilege', 'say', 'dont', 'offer', 'weekend', 'later', 'exit', 'check', 'manager', 'say', 'no', 'thing', 'already', 'bill', 'til', 'serve', 'staff', 'also', 'ask', 'u', 'pay', 'via', 'google', 'pay', 'without', 'bill', 'please', 'beware', 'thing', 'restaurant']",hi though love place service offer pathetic say least restaurant didnt offer gold privilege say dont offer weekend later exit check manager say no thing already bill til serve staff also ask u pay via google pay without bill please beware thing restaurant,0.035426200220234294,0.012857755407471317,0.9517160443722944
SKYHY,"Good service..foods are really delicious. And the waiters are really nice and friendly
Sahoo one of the best here💕
Nice place to hang out and the view is really beautiful",1,"['good', 'servicefoods', 'really', 'delicious', 'waiter', 'really', 'nice', 'friendly', 'sahoo', 'one', 'best', 'twohearts', 'nice', 'place', 'hang', 'view', 'really', 'beautiful']",good servicefoods really delicious waiter really nice friendly sahoo one best twohearts nice place hang view really beautiful,0.09517895299145299,0.029922542735042735,0.8748985042735042
Pakwaan Grand,"Today i ordered panneer and roti . but not satisfy with food test . panneer 65 it's test not good , it is very dray . it's need to improve cooking.",0,"['today', 'order', 'panneer', 'roti', 'not', 'satisfy', 'food', 'test', 'panneer', 'test', 'not', 'good', 'dray', 'need', 'improve', 'cooking']",today order panneer roti not satisfy food test panneer test not good dray need improve cooking,0.06694219523166893,0.08690395861448492,0.8461538461538464
Zing's Northeast Kitchen,"It's authentic!
It's delicious!
It's a must visit!
I visited the place two times and it seems to get better every time. The food is very good and the staff is extremely polite and friendly!!",1,"['authentic', 'delicious', 'must', 'visit', 'visited', 'place', 'two', 'time', 'seem', 'get', 'well', 'every', 'time', 'food', 'good', 'staff', 'extremely', 'polite', 'friendly']",authentic delicious must visit visited place two time seem get well every time food good staff extremely polite friendly,0.06778296254399196,0.03233801533433886,0.8998790221216693
Barbeque Nation,"I visited today . To be honest it's waste of money .... Everything that they serve tastes the same ... There is no variety of tastes... Fish and chicken almost tastes similar... It's like they have put the same spices on Fish .. chicken , mushroom and prawns.. Deserts are simply the worst.... It's like just name sake they are serving ...
For those who want to taste something good.. it's not recommended.",0,"['visit', 'today', 'honest', 'waste', 'money', 'everything', 'serve', 'taste', 'no', 'variety', 'taste', 'fish', 'chicken', 'almost', 'taste', 'similar', 'like', 'put', 'spice', 'fish', 'chicken', 'mushroom', 'prawn', 'desert', 'simply', 'bad', 'like', 'name', 'sake', 'serve', 'want', 'taste', 'something', 'good', 'not', 'recommend']",visit today honest waste money everything serve taste no variety taste fish chicken almost taste similar like put spice fish chicken mushroom prawn desert simply bad like name sake serve want taste something good not recommend,0.05178382780312605,0.04266378071246492,0.9055523914844089
eat.fit,"Eat. Fit surprised me the way they packed the food is really nice. Nice parota with good curry, I recommend order from eat.fit is worthfull.....",1,"['eat', 'fit', 'surprise', 'way', 'pack', 'food', 'really', 'nice', 'nice', 'parota', 'good', 'curry', 'recommend', 'order', 'eatfit', 'worthfull']",eat fit surprise way pack food really nice nice parota good curry recommend order eatfit worthfull,0.06537393162393164,0.02686965811965812,0.9077564102564101
NorFest - The Dhaba,"I never been to this place but recently ordered Veg combo , Punjabi Nonveg combo and curries.
Dal makhani is mouth watering and other items included in combos are also yum.",1,"['never', 'place', 'recently', 'order', 'veg', 'combo', 'punjabi', 'nonveg', 'combo', 'curry', 'dal', 'makhani', 'mouth', 'water', 'item', 'include', 'combo', 'also', 'yum']",never place recently order veg combo punjabi nonveg combo curry dal makhani mouth water item include combo also yum,0.008986307917228972,0.02793592555105713,0.9630777665317138
Shree Santosh Dhaba Family Restaurant,Order not delivered,0,"['order', 'not', 'deliver']",order not deliver,0.019444444444444445,0.2152777777777778,0.7652777777777778
Hunger Maggi Point,Go to place for my midnight snacks. Have tried almost all the different varieties of Maggi served and the place hasnt dissapointed yet. Chicken fried Maggi being my favourite.,1,"['go', 'place', 'midnight', 'snack', 'try', 'almost', 'different', 'variety', 'maggi', 'serve', 'place', 'hasnt', 'dissapointed', 'yet', 'chicken', 'fried', 'maggi', 'favourite']",go place midnight snack try almost different variety maggi serve place hasnt dissapointed yet chicken fried maggi favourite,0.03144954364656581,0.03954611774036982,0.9290043386130644
Flechazo,Starters were very tastiest. Good place to choose and the ambience is amazing. I especially loved it. Sourav ismial had served us with pleasure.,1,"['starter', 'tastiest', 'good', 'place', 'choose', 'ambience', 'amaze', 'especially', 'love', 'sourav', 'ismial', 'serve', 'u', 'pleasure']",starter tastiest good place choose ambience amaze especially love sourav ismial serve u pleasure,0.0800671864456815,0.034176392754723346,0.8857564207995952
T Grill,i went today at lunch time. service is very bad they dont now how to treat customer. They will not suggest what is the special today. Taste is good but improve Ur service. service is very slow i call many times to the service boy but he is not responding proper. hotel environment is good and taste is awesome. but i will not satisfy the service.,0,"['go', 'today', 'lunch', 'time', 'service', 'bad', 'dont', 'treat', 'customer', 'not', 'suggest', 'special', 'today', 'taste', 'good', 'improve', 'ur', 'service', 'service', 'slow', 'call', 'many', 'time', 'service', 'boy', 'not', 'respond', 'proper', 'hotel', 'environment', 'good', 'taste', 'awesome', 'not', 'satisfy', 'service']",go today lunch time service bad dont treat customer not suggest special today taste good improve ur service service slow call many time service boy not respond proper hotel environment good taste awesome not satisfy service,0.07001831501831503,0.06359975961538461,0.8663819253663002
The Old Madras Baking Company,"We had gone to Old Madras Baking Company in the past for buying bread but never sat down and had a meal there. We were out on a Saturday morning to check out a house right opposite this place. It was raining and my husband wanted to have some coffee and that is how we landed up here. The place is very chilled out, there was no one at our table to check what we wanted to order despite the place being almost empty.

My husband placed the order for us,a mushroom omelette for me and a roasted mushroom makhani sandwich for him. I'm usually not a coffee person but the weather demanded a hot beverage and filter coffee was the first thing that came to my mind. We ordered 2 filter coffees and 1 bagel with cream cheese. The bagel was amazing with the coffee. I'm not a big fan of cream cheese but my husband is and he loved it. We made a pact to go for breakfast every Saturday mornings after this because I realised what an important meal I was missing due to my laziness :)

Would recommend this place to everyone for sure. I for sure am going back again for the bagels and coffee!",1,"['go', 'old', 'madras', 'bake', 'company', 'past', 'buy', 'bread', 'never', 'sit', 'meal', 'saturday', 'morning', 'check', 'house', 'right', 'opposite', 'place', 'rain', 'husband', 'want', 'coffee', 'land', 'place', 'chill', 'no', 'one', 'table', 'check', 'want', 'order', 'despite', 'place', 'almost', 'empty', 'husband', 'place', 'order', 'usa', 'mushroom', 'omelette', 'roast', 'mushroom', 'makhani', 'sandwich', 'im', 'usually', 'not', 'coffee', 'person', 'weather', 'demand', 'hot', 'beverage', 'filter', 'coffee', 'first', 'thing', 'come', 'mind', 'ordered', 'filter', 'coffee', 'bagel', 'cream', 'cheese', 'bagel', 'amazing', 'coffee', 'im', 'not', 'big', 'fan', 'cream', 'cheese', 'husband', 'love', 'make', 'pact', 'go', 'breakfast', 'every', 'saturday', 'morning', 'realise', 'important', 'meal', 'miss', 'due', 'laziness', 'would', 'recommend', 'place', 'everyone', 'sure', 'sure', 'go', 'back', 'bagel', 'coffee']",go old madras bake company past buy bread never sit meal saturday morning check house right opposite place rain husband want coffee land place chill no one table check want order despite place almost empty husband place order usa mushroom omelette roast mushroom makhani sandwich im usually not coffee person weather demand hot beverage filter coffee first thing come mind ordered filter coffee bagel cream cheese bagel amazing coffee im not big fan cream cheese husband love make pact go breakfast every saturday morning realise important meal miss due laziness would recommend place everyone sure sure go back bagel coffee,0.029935430523423935,0.033589967312233356,0.936474602164343
Pakwaan Grand,"I was ordered egg biryani but I was found a chicken piece in egg biryani how iam eat now , The restaurant people is such a worst people nd west restaurant in That area !!!!",0,"['order', 'egg', 'biryani', 'find', 'chicken', 'piece', 'egg', 'biryani', 'iam', 'eat', 'restaurant', 'people', 'worst', 'people', 'nd', 'west', 'restaurant', 'area']",order egg biryani find chicken piece egg biryani iam eat restaurant people worst people nd west restaurant area,0.007567376928279185,0.006934307686187387,0.9854983153855335
Komatose - Holiday Inn Express & Suites,"The bar ambiance is good. We ordered chilli broccoli and that had mix of broccoli and cauliflower. Broccoli was tasty!!
It is at the outer area so there was problem for booking a cab also at 8:30 pm while returning",0,"['bar', 'ambiance', 'good', 'order', 'chilli', 'broccoli', 'mix', 'broccoli', 'cauliflower', 'broccoli', 'tasty', 'outer', 'area', 'problem', 'booking', 'cab', 'also', 'pm', 'return']",bar ambiance good order chilli broccoli mix broccoli cauliflower broccoli tasty outer area problem booking cab also pm return,0.009614106653580338,0.02076416365067681,0.9696217296957428
Hyper Local,I had a very experience related to the hygiene of the place. We were in the balcony when we saw cat walk through the separation (it separates balcony from the bar). We told the person serving us and he said that the cat often comes here and does nothing. You don't have to worry about anything. Till that time we had ordered our food. But seeing the cat walk by and no one batting an eye we cancelled the order and walked out.,0,"['experience', 'relate', 'hygiene', 'place', 'balcony', 'saw', 'cat', 'walk', 'separation', 'separate', 'balcony', 'bar', 'tell', 'person', 'serve', 'u', 'say', 'cat', 'often', 'come', 'nothing', 'dont', 'worry', 'anything', 'till', 'time', 'order', 'food', 'see', 'cat', 'walk', 'no', 'one', 'batting', 'eye', 'cancel', 'order', 'walk']",experience relate hygiene place balcony saw cat walk separation separate balcony bar tell person serve u say cat often come nothing dont worry anything till time order food see cat walk no one batting eye cancel order walk,0.05257352941892416,0.02617351382373312,0.9212529567573426
Udipi's Upahar,excellent delivery much appreciated,1,"['excellent', 'delivery', 'much', 'appreciate']",excellent delivery much appreciate,0.10595238095238095,0.02857142857142857,0.8654761904761905
Marsala Food Company,"Decent place with decent food items. Been here for mandhi, tasted chicken and mutton mandhi. Taste wise its 👌🏻👌🏻👌🏻 but rates are bit high as per me. It would be great if the management give a thought on price on food items.",1,"['decent', 'place', 'decent', 'food', 'item', 'mandhi', 'taste', 'chicken', 'mutton', 'mandhi', 'taste', 'wise', 'okhandlightskintone', 'okhandlightskintone', 'okhandlightskintone', 'rate', 'bite', 'high', 'per', 'would', 'great', 'management', 'give', 'thought', 'price', 'food', 'item']",decent place decent food item mandhi taste chicken mutton mandhi taste wise okhandlightskintone okhandlightskintone okhandlightskintone rate bite high per would great management give thought price food item,0.026900070038656996,0.021452166492927364,0.9516477634684155
KFC,"worst service and i have spoke to the franchise owner and i know him in Hyderabad he told me. he can't do business with high quality ingredients, please don't go to KFC restaurant",0,"['bad', 'service', 'speak', 'franchise', 'owner', 'know', 'hyderabad', 'tell', 'cant', 'business', 'high', 'quality', 'ingredient', 'please', 'dont', 'go', 'kfc', 'restaurant']",bad service speak franchise owner know hyderabad tell cant business high quality ingredient please dont go kfc restaurant,0.040541567350777886,0.011711296744191482,0.9477471359050307
Tempteys,good,1,['good'],good,0.0,0.0,0.0
13 Dhaba,"The best place to enjoy punjabi food.... on weekendz its bit crowdy but on week days it is not.. i believe in hyderabad u cnt get amazing punjabi food. Moreover it is self service. Everyone must try lassi over there
Ambience 4/5
Food 5/5",1,"['best', 'place', 'enjoy', 'punjabi', 'food', 'weekendz', 'bit', 'crowdy', 'week', 'day', 'not', 'believe', 'hyderabad', 'u', 'cnt', 'get', 'amazing', 'punjabi', 'food', 'moreover', 'self', 'service', 'everyone', 'must', 'try', 'lassi', 'ambience', 'food']",best place enjoy punjabi food weekendz bit crowdy week day not believe hyderabad u cnt get amazing punjabi food moreover self service everyone must try lassi ambience food,0.03188518879624649,0.03745624701153548,0.9306585641922178
Zing's Northeast Kitchen,"Had visited this place after a friends recommendation and what a experience!! Wee visited in the evening hours so we're not that hungry just wanted a quick bite. Tried their chicken momo and pork ribs.. both of them were extremely delicious and cooked to perfection. We also tried there summer time mocktail but initially it was served under room temperature, after requesting them the add on some ice it tastes fine.
We would loved the place and would visit again soon.
Thankyou :)",1,"['visited', 'place', 'friend', 'recommendation', 'experience', 'wee', 'visit', 'evening', 'hour', 'not', 'hungry', 'want', 'quick', 'bite', 'try', 'chicken', 'momo', 'pork', 'rib', 'extremely', 'delicious', 'cook', 'perfection', 'also', 'try', 'summer', 'time', 'mocktail', 'initially', 'serve', 'room', 'temperature', 'request', 'add', 'ice', 'taste', 'fine', 'would', 'loved', 'place', 'would', 'visit', 'soon', 'thankyou']",visited place friend recommendation experience wee visit evening hour not hungry want quick bite try chicken momo pork rib extremely delicious cook perfection also try summer time mocktail initially serve room temperature request add ice taste fine would loved place would visit soon thankyou,0.06916032158630842,0.05563721731484889,0.8752024610988426
Owm Nom Nom,"Ordered chicken lollipop as a starter..but received them as burnt,salty and wet instead of dry snack. Egg fried rice was ok. Chicken kadai curry was not tasty at all .Chicken seems to be old stock. Veg rolls looked like Dosa roll instead. Rolls should be crispy with stuff not coming out. Didn't like the food at all . I'm not gonna order it from here again. Price also on the higher side but food is not worth the price.",0,"['order', 'chicken', 'lollipop', 'starterbut', 'receive', 'burntsalty', 'wet', 'instead', 'dry', 'snack', 'egg', 'fry', 'rice', 'ok', 'chicken', 'kadai', 'curry', 'not', 'tasty', 'chicken', 'seem', 'old', 'stock', 'veg', 'roll', 'look', 'like', 'dosa', 'roll', 'instead', 'roll', 'crispy', 'stuff', 'not', 'come', 'didnt', 'like', 'food', 'im', 'not', 'gon', 'na', 'order', 'price', 'also', 'high', 'side', 'food', 'not', 'worth', 'price']",order chicken lollipop starterbut receive burntsalty wet instead dry snack egg fry rice ok chicken kadai curry not tasty chicken seem old stock veg roll look like dosa roll instead roll crispy stuff not come didnt like food im not gon na order price also high side food not worth price,0.025083719385189968,0.0750692918192918,0.8998469887955183
Mohammedia Shawarma,not delivered,0,"['not', 'deliver']",not deliver,0.020833333333333332,0.3229166666666667,0.65625
Aromas@11SIX,"Best place to eat near my office.
Food is really tasty. The staffs are polite.

The owner himself is very friendly.

The service is a bit slow.
The tandoor items are really nice and their special biryani is really good. The best thing is that it won't cost you much.
Not at all overpriced.",1,"['best', 'place', 'eat', 'near', 'office', 'food', 'really', 'tasty', 'staff', 'polite', 'owner', 'friendly', 'service', 'bit', 'slow', 'tandoor', 'item', 'really', 'nice', 'special', 'biryani', 'really', 'good', 'best', 'thing', 'wont', 'cost', 'much', 'not', 'overprice']",best place eat near office food really tasty staff polite owner friendly service bit slow tandoor item really nice special biryani really good best thing wont cost much not overprice,0.10494293727106227,0.0471550949050949,0.8479019678238428
PourHouse7,"Don't have zero rate here, one I m giving bcoz they welcomed me nice way, but food was sucks here, we had three starters which were not good at all, chicken starter was smelling may be they use stock or stale chic. Not come again here, very bad experience. Total wasting of money .
😡😡",0,"['dont', 'zero', 'rate', 'one', 'give', 'bcoz', 'welcome', 'nice', 'way', 'food', 'suck', 'three', 'starter', 'not', 'good', 'chicken', 'starter', 'smelling', 'may', 'use', 'stock', 'stale', 'chic', 'not', 'come', 'bad', 'experience', 'total', 'waste', 'money', 'enragedface', 'enragedface']",dont zero rate one give bcoz welcome nice way food suck three starter not good chicken starter smelling may use stock stale chic not come bad experience total waste money enragedface enragedface,0.04242853540937906,0.05489503795424848,0.9026764266363725
Desi Bytes,deluvery pwrson hv no idea about route..,0,"['deluvery', 'pwrson', 'hv', 'no', 'idea', 'route']",deluvery pwrson hv no idea route,0.008333333333333333,0.012499999999999999,0.9791666666666666
Shah Ghouse Hotel & Restaurant,The ordered veg biryani was without vegetables..I don't understand how this is called a veg biryani..the quantity is good matching to the cost.,0,"['order', 'veg', 'biryani', 'without', 'vegetablesi', 'dont', 'understand', 'call', 'veg', 'biryanithe', 'quantity', 'good', 'matching', 'cost']",order veg biryani without vegetablesi dont understand call veg biryanithe quantity good matching cost,0.01942918192918193,0.017048229548229547,0.9635225885225887
Domino's Pizza,"Domino's doesn't live up to the standards any more. I ordered a pizza and it was late with a delivery time of 1hour with a promised delivery of 30 Mins. Once I got the pizza it was smashed.. When asked for a refund they said they will give me ""Domino's"" credits. However I didn't get the credits as well. Also I don't want domino's credits. I want my money back. I will never order from dominos again and would advise that they shut down at least this store since they are not able to live up to the standards.
Attached images of the smashed pizza.",0,"['domino', 'doesnt', 'live', 'standard', 'order', 'pizza', 'late', 'delivery', 'time', 'hour', 'promise', 'delivery', 'min', 'get', 'pizza', 'smash', 'ask', 'refund', 'say', 'give', 'domino', 'credit', 'however', 'didnt', 'get', 'credit', 'well', 'also', 'dont', 'want', 'domino', 'credit', 'want', 'money', 'back', 'never', 'order', 'domino', 'would', 'advise', 'shut', 'least', 'store', 'since', 'not', 'able', 'live', 'standard', 'attach', 'image', 'smash', 'pizza']",domino doesnt live standard order pizza late delivery time hour promise delivery min get pizza smash ask refund say give domino credit however didnt get credit well also dont want domino credit want money back never order domino would advise shut least store since not able live standard attach image smash pizza,0.031604008954008944,0.04355960058460058,0.9248363904613903
Shanghai Chef 2,We found cockroach in the food!! Unhygienic pace! Dirty kitchen!! Horrible Staff and worst Manager! Please think twice before you order food from here,0,"['find', 'cockroach', 'food', 'unhygienic', 'pace', 'dirty', 'kitchen', 'horrible', 'staff', 'bad', 'manager', 'please', 'think', 'twice', 'order', 'food']",find cockroach food unhygienic pace dirty kitchen horrible staff bad manager please think twice order food,0.01243252361673414,0.007109118951224214,0.9804583574320417
Mustang Terrace Lounge,"One of the most pathetic places when it comes to customer service, bad food , and the attitude of the employees are absolutely annoying especially the owner. He would make you feel as if you he is is doing a favor , you won't want to give them your money",0,"['one', 'pathetic', 'place', 'come', 'customer', 'service', 'bad', 'food', 'attitude', 'employee', 'absolutely', 'annoy', 'especially', 'owner', 'would', 'make', 'feel', 'favor', 'wont', 'want', 'give', 'money']",one pathetic place come customer service bad food attitude employee absolutely annoy especially owner would make feel favor wont want give money,0.05159548332102679,0.018598692327341394,0.9298058243516318
The Old Madras Baking Company,"A “woody” ambience. Gives you that vintage feel. The place is mostly crowded due to the limited seating. The food here is delicious and freshly baked. We tried the danish custard and croissant. Both were too good. My personal favourite is the former. The prices are a bit high, but considering the taste and quality, I think they are a bit fairly priced. Overall, a good place to try something fresh out of the oven.",1,"['woody', 'ambience', 'give', 'vintage', 'feel', 'place', 'mostly', 'crowd', 'due', 'limited', 'seating', 'food', 'delicious', 'freshly', 'bake', 'tried', 'danish', 'custard', 'croissant', 'good', 'personal', 'favourite', 'former', 'price', 'bit', 'high', 'consider', 'taste', 'quality', 'think', 'bit', 'fairly', 'price', 'overall', 'good', 'place', 'try', 'something', 'fresh', 'oven']",woody ambience give vintage feel place mostly crowd due limited seating food delicious freshly bake tried danish custard croissant good personal favourite former price bit high consider taste quality think bit fairly price overall good place try something fresh oven,0.04809005869861133,0.021224344003949267,0.9306855972974393
Delhi-39,butter nan was cold.,1,"['butter', 'nan', 'cold']",butter nan cold,0.009615384615384616,0.006410256410256411,0.9839743589743589
PourHouse7,"Such a pathetic service, no one will attend you, you have to ask them.nice place but service will annoy you.Have to think before coming.first time bad experience",0,"['pathetic', 'service', 'no', 'one', 'attend', 'ask', 'themnice', 'place', 'service', 'annoy', 'youhave', 'think', 'comingfirst', 'time', 'bad', 'experience']",pathetic service no one attend ask themnice place service annoy youhave think comingfirst time bad experience,0.029195961658955077,0.008814479106419896,0.9619895592346251
Hotel Zara Hi-Fi,"It's good, quick deliveries, i like it, and I used it first time, feels good but need some lemons and onions more, please try to do that 🙂🙂",1,"['good', 'quick', 'delivery', 'like', 'use', 'first', 'time', 'feel', 'good', 'need', 'lemon', 'onion', 'please', 'try', 'slightlysmilingface', 'slightlysmilingface']",good quick delivery like use first time feel good need lemon onion please try slightlysmilingface slightlysmilingface,0.04859203296703297,0.026858211233211235,0.9245497557997557
Banana Leaf Multicuisine Restaurant,"Below average restaurant,food is not that good,most people go there for buffet,they served cheap welcome drink,which infected my throat.Thats",0,"['average', 'restaurantfood', 'not', 'goodmost', 'people', 'go', 'buffetthey', 'serve', 'cheap', 'welcome', 'drinkwhich', 'infect', 'throatthats']",average restaurantfood not goodmost people go buffetthey serve cheap welcome drinkwhich infect throatthats,0.02385355029585799,0.06349852071005917,0.9126479289940828
Being Hungry,Food is too spicy Schezwan chicken fried rice that we cannot keep it in mouth. Had to throw all the food. Waste of money. I think they kept chilli powder on top,0,"['food', 'spicy', 'schezwan', 'chicken', 'fry', 'rice', 'not', 'keep', 'mouth', 'throw', 'food', 'waste', 'money', 'think', 'keep', 'chilli', 'powder', 'top']",food spicy schezwan chicken fry rice not keep mouth throw food waste money think keep chilli powder top,0.017983021133990664,0.076836148615927,0.9051808302500824
Royal Spicy Restaurant,didn't reach expectations.worst taste. thrown into dustbin.,0,"['didnt', 'reach', 'expectationsworst', 'taste', 'thrown', 'dustbin']",didnt reach expectationsworst taste thrown dustbin,0.04082214082214082,0.030219780219780213,0.9289580789580789
KS Bakers,"Ordered Chicken Tikka Pizza through swiggy and 4muffins, pizza was great and delivery was quick as usual by swiggy.

Pizza was so good and its was hot after 20min also, taste great and worth for money.

Food quality: 4/5
Taste:4/5
Value for money: 5/5",1,"['order', 'chicken', 'tikka', 'pizza', 'swiggy', 'muffins', 'pizza', 'great', 'delivery', 'quick', 'usual', 'swiggy', 'pizza', 'good', 'hot', 'min', 'also', 'taste', 'great', 'worth', 'money', 'food', 'quality', 'taste', 'value', 'money']",order chicken tikka pizza swiggy muffins pizza great delivery quick usual swiggy pizza good hot min also taste great worth money food quality taste value money,0.045351176601176595,0.009088134088134088,0.945560689310689
Owm Nom Nom,fast delivery before time good response,1,"['fast', 'delivery', 'time', 'good', 'response']",fast delivery time good response,0.05803571428571429,0.008928571428571428,0.9330357142857142
Mustang Terrace Lounge,The people here are not at all polite. I will never be here again. I don't suggest this place at all. Had a worst experience today. Waste of time.,0,"['people', 'not', 'polite', 'never', 'dont', 'suggest', 'place', 'bad', 'experience', 'today', 'waste', 'time']",people not polite never dont suggest place bad experience today waste time,0.03262405444278713,0.0697298503089708,0.897646095248242
